D.Date,R.Date,D.Group,Plate.ID,Deployment,Point,Raw.X,Raw.Y,True.X,True.Y
5/16/17,5/19/17,E,27,1,34,160.59,73.41,81.76,86.01
5/16/17,5/19/17,E,27,1,35,138.53,84.3,59.7,75.12
5/16/17,5/19/17,E,27,1,36,228.99,94.27,150.16,65.15
5/16/17,5/19/17,E,27,1,37,223.35,103.34,144.52,56.08
5/16/17,5/19/17,E,27,1,38,207.29,90.13,128.46,69.29
5/16/17,5/19/17,E,27,1,39,190.76,90.13,111.93,69.29
5/16/17,5/19/17,E,27,1,40,187.86,109.4,109.03,50.02
5/16/17,5/19/17,E,27,1,41,179.31,110.49,100.48,48.93
5/16/17,5/19/17,E,27,1,42,219.21,120.6,140.38,38.82
5/16/17,5/19/17,E,27,1,43,177,115.94,98.17,43.48
5/16/17,5/19/17,E,27,1,44,172.89,144.17,94.06,15.25
5/16/17,5/19/17,E,27,1,45,171.44,137.27,92.61,22.15
5/16/17,5/19/17,E,27,1,46,136.81,142.17,57.98,17.25
5/16/17,5/19/17,E,27,1,47,115.1,143.79,36.27,15.63
5/16/17,5/19/17,E,27,1,49,88.92,132.46,10.09,26.96
5/16/17,5/19/17,E,27,1,50,88.79,116.19,9.96,43.23
5/16/17,5/19/17,E,27,1,51,144.54,93.14,65.71,66.28
5/16/17,5/22/17,E,27,2,1,226.64,25.76,147.12,129.73
5/16/17,5/22/17,E,27,2,2,143.78,20.88,64.26,134.61
5/16/17,5/22/17,E,27,2,3,100.13,25.68,20.61,129.81
5/16/17,5/22/17,E,27,2,4,92.3,62.71,12.78,92.78
5/16/17,5/22/17,E,27,2,5,163.01,76,83.49,79.49
5/16/17,5/22/17,E,27,2,6,229.92,51,150.4,104.49
5/16/17,5/22/17,E,27,2,7,207.2,5.01,127.68,150.48
5/16/17,5/22/17,E,27,2,8,195.24,99.18,115.72,56.31
5/16/17,5/22/17,E,27,2,9,192.87,127.83,113.35,27.66
5/16/17,5/22/17,E,27,2,10,147.64,114.93,68.12,40.56
5/16/17,5/22/17,E,27,2,11,220.55,154.25,141.03,1.24
5/16/17,5/22/17,E,27,2,12,89.71,138.64,10.19,16.85
5/16/17,5/22/17,E,27,2,13,136.45,10.23,56.93,145.26
5/16/17,5/22/17,E,27,2,14,184.84,12.96,105.32,142.53
5/16/17,5/22/17,E,27,2,15,224.98,7.78,145.46,147.71
5/16/17,5/22/17,E,27,2,16,209.22,7.63,129.7,147.86
5/16/17,5/22/17,E,27,2,17,156.71,44.22,77.19,111.27
5/16/17,5/22/17,E,27,2,18,139.8,63.86,60.28,91.63
5/16/17,5/22/17,E,27,2,19,87.55,31.03,8.03,124.46
5/16/17,5/22/17,E,27,2,20,173.27,80.01,93.75,75.48
5/16/17,5/22/17,E,27,2,21,131.99,149.01,52.47,6.48
5/16/17,5/19/17,E,28,1,1,104.29,12.69,32.8,148.37
5/16/17,5/19/17,E,28,1,2,108.81,11.28,37.32,149.78
5/16/17,5/19/17,E,28,1,3,126.9,11,55.41,150.06
5/16/17,5/19/17,E,28,1,4,118.22,10.65,46.73,150.41
5/16/17,5/19/17,E,28,1,5,165.5,31.09,94.01,129.97
5/16/17,5/19/17,E,28,1,6,166.99,36.77,95.5,124.29
5/16/17,5/19/17,E,28,1,7,186.61,50.91,115.12,110.15
5/16/17,5/19/17,E,28,1,8,217.76,68.12,146.27,92.94
5/16/17,5/19/17,E,28,1,9,142.57,46.14,71.08,114.92
5/16/17,5/19/17,E,28,1,10,110.43,38.2,38.94,122.86
5/16/17,5/19/17,E,28,1,11,107.44,40.57,35.95,120.49
5/16/17,5/19/17,E,28,1,12,99.15,37.37,27.66,123.69
5/16/17,5/19/17,E,28,1,13,80.33,70.48,8.84,90.58
5/16/17,5/19/17,E,28,1,14,97.45,61.93,25.96,99.13
5/16/17,5/19/17,E,28,1,15,113.92,64.2,42.43,96.86
5/16/17,5/19/17,E,28,1,16,129.88,68.91,58.39,92.15
5/16/17,5/19/17,E,28,1,17,137.88,75.6,66.39,85.46
5/16/17,5/19/17,E,28,1,18,144.86,86.51,73.37,74.55
5/16/17,5/19/17,E,28,1,19,185.86,108.8,114.37,52.26
5/16/17,5/19/17,E,28,1,20,208.23,120.49,136.74,40.57
5/16/17,5/19/17,E,28,1,21,217.91,106.53,146.42,54.53
5/16/17,5/19/17,E,28,1,22,161.52,119.06,90.03,42
5/16/17,5/19/17,E,28,1,23,155.59,128.57,84.1,32.49
5/16/17,5/19/17,E,28,1,24,185.29,140.87,113.8,20.19
5/16/17,5/19/17,E,28,1,25,125.85,148.46,54.36,12.6
5/16/17,5/19/17,E,28,1,26,123.86,151.7,52.37,9.36
5/16/17,5/19/17,E,28,1,27,120.58,140.98,49.09,20.08
5/16/17,5/19/17,E,28,1,28,98.12,153.89,26.63,7.17
5/16/17,5/19/17,E,28,1,29,97.88,154.76,26.39,6.3
5/16/17,5/19/17,E,28,1,30,103.41,123.64,31.92,37.42
5/16/17,5/19/17,E,28,1,31,91.83,39.52,20.34,121.54
5/16/17,5/19/17,E,28,1,32,110.34,27.76,38.85,133.3
5/16/17,5/19/17,E,28,1,33,116.86,21.07,45.37,139.99
5/16/17,5/19/17,E,28,1,34,180.5,29.4,109.01,131.66
5/16/17,5/19/17,E,28,1,35,206.38,26.34,134.89,134.72
5/16/17,5/19/17,E,28,1,36,219.51,40.78,148.02,120.28
5/16/17,5/19/17,E,28,1,37,163.74,71.37,92.25,89.69
5/16/17,5/19/17,E,28,1,38,165.72,83.66,94.23,77.4
5/16/17,5/19/17,E,28,1,39,150.94,90.68,79.45,70.38
5/16/17,5/19/17,E,28,1,40,161.77,99.47,90.28,61.59
5/16/17,5/19/17,E,28,1,41,180.4,97.35,108.91,63.71
5/16/17,5/19/17,E,28,1,42,111.68,94.55,40.19,66.51
5/16/17,5/19/17,E,28,1,43,96.38,101.76,24.89,59.3
5/16/17,5/19/17,E,28,1,44,84.81,64.74,13.32,96.32
5/16/17,5/19/17,E,28,1,45,92.04,63.62,20.55,97.44
5/16/17,5/19/17,E,28,1,46,135.85,79.71,64.36,81.35
5/16/17,5/19/17,E,28,1,47,136.67,127.33,65.18,33.73
5/16/17,5/19/17,E,28,1,48,137.67,153.02,66.18,8.04
5/16/17,5/19/17,E,28,1,49,132.72,153.52,61.23,7.54
5/16/17,5/19/17,E,28,1,50,181.17,141.3,109.68,19.76
5/16/17,5/19/17,E,28,1,51,211.61,141.98,140.12,19.08
5/16/17,5/22/17,E,28,2,1,102.82,8.1,17.28,149.46
5/16/17,5/22/17,E,28,2,2,139.64,47.87,54.1,109.69
5/16/17,5/22/17,E,28,2,3,110.29,67.3,24.75,90.26
5/16/17,5/22/17,E,28,2,4,189.75,84.24,104.21,73.32
5/16/17,5/22/17,E,28,2,5,183.06,90.24,97.52,67.32
5/16/17,5/22/17,E,28,2,6,180.38,93.91,94.84,63.65
5/16/17,5/22/17,E,28,2,7,228.26,111.74,142.72,45.82
5/16/17,5/22/17,E,28,2,8,231.49,111.9,145.95,45.66
5/16/17,5/22/17,E,28,2,9,229.14,135.51,143.6,22.05
5/16/17,5/22/17,E,28,2,10,185.69,150.56,100.15,7
5/16/17,5/22/17,E,28,2,11,142.24,136.96,56.7,20.6
5/16/17,5/22/17,E,28,2,12,146.34,144.98,60.8,12.58
5/16/17,5/22/17,E,28,2,13,142.94,153.05,57.4,4.51
5/16/17,5/22/17,E,28,2,14,127.79,153.46,42.25,4.1
5/16/17,5/22/17,E,28,2,16,156.6,114.41,71.06,43.15
5/16/17,5/22/17,E,28,2,17,95.95,45.19,10.41,112.37
5/16/17,5/22/17,E,28,2,18,183.75,15.47,98.21,142.09
5/16/17,5/22/17,E,28,2,19,150.27,54.25,64.73,103.31
5/16/17,5/22/17,E,28,2,20,207.63,123.28,122.09,34.28
5/16/17,5/22/17,E,28,2,21,234.35,156.65,148.81,0.91
5/16/17,5/22/17,E,28,2,22,85.63,154.11,0.09,3.45
5/16/17,5/22/17,E,28,2,23,121.88,134.14,36.34,23.42
5/16/17,5/22/17,E,28,2,24,161.23,110.14,75.69,47.42
5/16/17,5/19/17,E,29,1,1,84.87,40.29,4.284329012,119.4896469
5/16/17,5/19/17,E,29,1,2,139.71,12.15,59.82316065,146.2239579
5/16/17,5/19/17,E,29,1,3,138.09,14.12,58.15351775,144.2958519
5/16/17,5/19/17,E,29,1,4,125.6,28.79,45.29398024,129.9486816
5/16/17,5/19/17,E,29,1,5,168.53,17.88,88.48789295,139.7618821
5/16/17,5/19/17,E,29,1,6,225.81,7.14,146.0228225,149.0396988
5/16/17,5/19/17,E,29,1,7,209.02,14.74,129.0447251,141.86974
5/16/17,5/19/17,E,29,1,8,196.81,26.86,116.5300354,130.0646122
5/16/17,5/19/17,E,29,1,9,181.94,52.16,101.0205648,105.1514988
5/16/17,5/19/17,E,29,1,10,166.52,41.49,85.87728936,116.2107261
5/16/17,5/19/17,E,29,1,11,185.14,77.95,103.5627553,79.28837122
5/16/17,5/19/17,E,29,1,12,193.59,90.76,111.6837937,66.26733684
5/16/17,5/19/17,E,29,1,13,181.94,86.4,100.1486043,70.92260331
5/16/17,5/19/17,E,29,1,14,163.56,76.79,82.01929475,80.99755422
5/16/17,5/19/17,E,29,1,15,113.14,78.92,31.56140382,80.15224756
5/16/17,5/19/17,E,29,1,16,86.23,87.06,4.452836786,72.70018119
5/16/17,5/19/17,E,29,1,17,218.58,100.41,136.4199408,55.98406775
5/16/17,5/19/17,E,29,1,18,217.17,130.74,134.2380102,25.69981146
5/16/17,5/19/17,E,29,1,19,216.37,132.19,133.4013438,24.27065463
5/16/17,5/19/17,E,29,1,20,201.59,124.5,118.8219717,32.33455013
5/16/17,5/19/17,E,29,1,21,164.6,127.86,81.75840192,29.91763218
5/16/17,5/19/17,E,29,1,22,153.54,127.2,70.71879649,30.85907359
5/16/17,5/19/17,E,29,1,23,135.3,145.24,52.0253029,13.28942654
5/16/17,5/19/17,E,29,1,24,139.26,148.07,55.91194945,10.35949845
5/16/17,5/19/17,E,29,1,25,130.9,132.12,47.96084559,26.51722253
5/16/17,5/19/17,E,29,1,26,111.76,145.84,28.47765759,13.28909396
5/16/17,5/19/17,E,29,1,27,86.75,120.19,4.128975073,39.56768334
5/16/17,5/19/17,E,29,1,28,116.56,104.91,34.3184298,54.08358231
5/16/17,5/19/17,E,29,1,29,152.51,100.49,70.36933101,57.58664127
5/16/17,5/19/17,E,29,1,30,85.84,24.71,5.650776819,135.039892
5/16/17,5/19/17,E,29,1,31,158.57,20.8,78.45676201,137.0964719
5/16/17,5/19/17,E,29,1,32,137.9,34.99,57.43210113,123.4374589
5/16/17,5/19/17,E,29,1,33,179.07,53.57,98.1155883,103.8150439
5/16/17,5/19/17,E,29,1,34,163.86,52.22,82.9449004,105.551946
5/16/17,5/19/17,E,29,1,35,223.76,43.53,143.0467747,112.7137062
5/16/17,5/19/17,E,29,1,36,209.36,52.62,128.4199576,103.9933665
5/16/17,5/19/17,E,29,1,37,198.51,54.69,117.5207615,102.2003454
5/16/17,5/19/17,E,29,1,38,207.47,86.72,125.6621754,69.95255665
5/16/17,5/19/17,E,29,1,39,83.99,73.8,2.551244208,86.01292492
5/16/17,5/19/17,E,29,1,40,165.13,100.37,82.9882941,57.38521972
5/16/17,5/19/17,E,29,1,41,199.05,112.97,116.57642,43.92549477
5/16/17,5/19/17,E,29,1,42,196.59,116.6,114.0247758,40.35931872
5/16/17,5/19/17,E,29,1,43,111.12,138.24,28.03140778,20.9029275
5/16/17,5/19/17,E,29,1,44,127.58,129.96,44.69692916,28.76106958
5/16/17,5/19/17,E,29,1,45,130.59,114.99,48.08718102,43.64956152
5/16/17,5/19/17,E,30,1,1,114.35,153.55,27.96,6.81
5/16/17,5/19/17,E,30,1,2,142.23,152.09,55.84,8.27
5/16/17,5/19/17,E,30,1,3,207.94,160.3,121.55,0.06
5/16/17,5/19/17,E,30,1,4,194.86,149.55,108.47,10.81
5/16/17,5/19/17,E,30,1,5,191.14,151.64,104.75,8.72
5/16/17,5/19/17,E,30,1,6,183.99,150.77,97.6,9.59
5/16/17,5/19/17,E,30,1,7,178.18,137.28,91.79,23.08
5/16/17,5/19/17,E,30,1,8,107.21,123.33,20.82,37.03
5/16/17,5/19/17,E,30,1,9,135.79,117.31,49.4,43.05
5/16/17,5/19/17,E,30,1,10,160.43,116.92,74.04,43.44
5/16/17,5/19/17,E,30,1,11,196.04,120.49,109.65,39.87
5/16/17,5/19/17,E,30,1,12,227.33,124.1,140.94,36.26
5/16/17,5/19/17,E,30,1,13,231.94,101.78,145.55,58.58
5/16/17,5/19/17,E,30,1,14,227.19,108.87,140.8,51.49
5/16/17,5/19/17,E,30,1,15,218.81,108.58,132.42,51.78
5/16/17,5/19/17,E,30,1,16,211.67,107.29,125.28,53.07
5/16/17,5/19/17,E,30,1,17,186.19,103.61,99.8,56.75
5/16/17,5/19/17,E,30,1,18,212.94,55.93,126.55,104.43
5/16/17,5/19/17,E,30,1,19,173.08,47.93,86.69,112.43
5/16/17,5/19/17,E,30,1,20,176.03,60.15,89.64,100.21
5/16/17,5/19/17,E,30,1,21,184.15,63.03,97.76,97.33
5/16/17,5/19/17,E,30,1,22,174.06,84.64,87.67,75.72
5/16/17,5/19/17,E,30,1,23,135.58,90.08,49.19,70.28
5/16/17,5/19/17,E,30,1,24,90.62,84.08,4.23,76.28
5/16/17,5/19/17,E,30,1,25,131.26,58.26,44.87,102.1
5/16/17,5/19/17,E,30,1,26,135.17,45.52,48.78,114.84
5/16/17,5/19/17,E,30,1,27,117.85,46.09,31.46,114.27
5/16/17,5/19/17,E,30,1,28,89.13,30.37,2.74,129.99
5/16/17,5/19/17,E,30,1,29,101.63,30.94,15.24,129.42
5/16/17,5/19/17,E,30,1,30,119.52,22.63,33.13,137.73
5/16/17,5/19/17,E,30,1,31,132.7,25.32,46.31,135.04
5/16/17,5/19/17,E,30,1,32,162.04,23.67,75.65,136.69
5/16/17,5/19/17,E,30,1,33,162.78,12.25,76.39,148.11
5/16/17,5/19/17,E,30,1,34,225.29,25.16,138.9,135.2
5/16/17,5/19/17,E,30,1,35,222.9,23.76,136.51,136.6
5/16/17,5/19/17,E,30,1,36,221.16,26.65,134.77,133.71
5/16/17,5/19/17,E,30,1,37,221.38,18.64,134.99,141.72
5/16/17,5/19/17,E,30,1,38,120.13,73.03,33.74,87.33
5/16/17,5/19/17,E,30,1,39,132.72,57.95,46.33,102.41
5/16/17,5/19/17,E,30,1,40,113.8,62.21,27.41,98.15
5/16/17,5/19/17,E,30,1,41,88.43,70.3,2.04,90.06
5/16/17,5/19/17,E,30,1,42,187.3,33.15,100.91,127.21
5/16/17,5/19/17,E,30,1,43,223.22,14.54,136.83,145.82
5/16/17,5/19/17,E,30,1,44,223.07,80.95,136.68,79.41
5/16/17,5/19/17,E,30,1,45,203.91,64.72,117.52,95.64
5/16/17,5/19/17,E,30,1,46,89.42,95.97,3.03,64.39
5/16/17,5/19/17,E,30,1,47,188.38,87.99,101.99,72.37
5/16/17,5/19/17,E,30,1,48,191.56,113.84,105.17,46.52
5/16/17,5/19/17,E,30,1,49,217.58,137.99,131.19,22.37
5/16/17,5/19/17,E,30,1,50,227.01,136.2,140.62,24.16
5/16/17,5/19/17,E,30,1,51,172.79,144.19,86.4,16.17
5/16/17,5/19/17,E,30,1,52,139.85,127.37,53.46,32.99
5/16/17,5/19/17,E,30,1,53,148.43,126.61,62.04,33.75
5/16/17,5/19/17,E,30,1,54,104.62,117.89,18.23,42.47
5/16/17,5/22/17,E,30,2,1,205.16,7.76,113.2,148.59
5/16/17,5/22/17,E,30,2,2,240.38,7.71,148.42,148.64
5/16/17,5/22/17,E,30,2,3,241.08,63.91,149.12,92.44
5/16/17,5/22/17,E,30,2,4,121.67,65.65,29.71,90.7
5/16/17,5/22/17,E,30,2,5,125.39,66.09,33.43,90.26
5/16/17,5/22/17,E,30,2,6,132.72,64.05,40.76,92.3
5/16/17,5/22/17,E,30,2,7,133.18,91.03,41.22,65.32
5/16/17,5/22/17,E,30,2,8,152.02,85.23,60.06,71.12
5/16/17,5/22/17,E,30,2,9,169.81,87.56,77.85,68.79
5/16/17,5/22/17,E,30,2,10,151.78,100.57,59.82,55.78
5/16/17,5/22/17,E,30,2,11,181.86,113.98,89.9,42.37
5/16/17,5/22/17,E,30,2,12,158.45,145.69,66.49,10.66
5/16/17,5/22/17,E,30,2,13,140.66,140.88,48.7,15.47
5/16/17,5/22/17,E,30,2,14,126.59,140.44,34.63,15.91
5/16/17,5/22/17,E,30,2,15,160.18,67.35,68.22,89
5/16/17,5/22/17,E,30,2,16,116.73,7.86,24.77,148.49
5/16/17,5/22/17,E,30,2,17,138.37,12.79,46.41,143.56
5/16/17,5/22/17,E,30,2,18,238.35,21.78,146.39,134.57
5/16/17,5/22/17,E,30,2,19,213.25,34.36,121.29,121.99
5/16/17,5/22/17,E,30,2,20,152.08,71.44,60.12,84.91
5/16/17,5/22/17,E,30,2,21,223.16,73.44,131.2,82.91
5/16/17,5/22/17,E,30,2,22,144.15,95.46,52.19,60.89
5/16/17,5/22/17,E,30,2,23,215.05,138.4,123.09,17.95
5/16/17,5/22/17,E,30,2,24,134.33,143.12,42.37,13.23
5/16/17,5/22/17,E,30,2,25,113.77,153.53,21.81,2.82
5/16/17,5/22/17,E,30,2,26,103.22,139.75,11.26,16.6
5/19/17,5/22/17,F,31,1,1,161.66,21.8,77,135.76
5/19/17,5/22/17,F,31,1,2,172.63,35.66,87.97,121.9
5/19/17,5/22/17,F,31,1,3,159.94,42.83,75.28,114.73
5/19/17,5/22/17,F,31,1,4,212.04,16.59,127.38,140.97
5/19/17,5/22/17,F,31,1,5,183.13,65.4,98.47,92.16
5/19/17,5/22/17,F,31,1,6,169.6,59.14,84.94,98.42
5/19/17,5/22/17,F,31,1,7,157.89,67.47,73.23,90.09
5/19/17,5/22/17,F,31,1,8,119.26,85.05,34.6,72.51
5/19/17,5/22/17,F,31,1,9,88.02,88.85,3.36,68.71
5/19/17,5/22/17,F,31,1,10,86.5,121.47,1.84,36.09
5/19/17,5/22/17,F,31,1,11,88.06,95.96,3.4,61.6
5/19/17,5/22/17,F,31,1,12,140.7,101.11,56.04,56.45
5/19/17,5/22/17,F,31,1,13,179.99,105.89,95.33,51.67
5/19/17,5/22/17,F,31,1,14,179.71,133.18,95.05,24.38
5/19/17,5/22/17,F,31,1,15,221.23,106.02,136.57,51.54
5/19/17,5/22/17,F,31,1,16,180.64,71.68,95.98,85.88
5/19/17,5/22/17,F,31,1,17,171.66,77.57,87,79.99
5/19/17,5/22/17,F,31,1,18,151.8,73.16,67.14,84.4
5/19/17,5/22/17,F,31,1,19,152.33,63.25,67.67,94.31
5/19/17,5/22/17,F,31,1,20,114.85,59.32,30.19,98.24
5/19/17,5/22/17,F,31,1,21,130.36,41.75,45.7,115.81
5/19/17,5/22/17,F,31,1,22,121.54,24.8,36.88,132.76
5/19/17,5/22/17,F,32,1,1,97.11,37.33,24.56,120.8
5/19/17,5/22/17,F,32,1,2,104.83,32.84,32.28,125.29
5/19/17,5/22/17,F,32,1,3,202.48,29.04,129.93,129.09
5/19/17,5/22/17,F,32,1,4,133.25,46.45,60.7,111.68
5/19/17,5/22/17,F,32,1,5,95.86,88.47,23.31,69.66
5/19/17,5/22/17,F,32,1,6,79.84,105.35,7.29,52.78
5/19/17,5/22/17,F,32,1,7,221.55,153.78,149,4.35
5/19/17,5/22/17,F,32,1,8,195.17,86.81,122.62,71.32
5/19/17,5/22/17,F,32,1,9,164.02,74.87,91.47,83.26
5/19/17,5/22/17,F,32,1,10,171.1,120.79,98.55,37.34
5/19/17,5/22/17,F,32,1,11,114.73,28.89,42.18,129.24
5/19/17,5/22/17,F,32,1,14,179.3,56.12,106.75,102.01
5/19/17,5/22/17,F,32,1,15,169.01,58.36,96.46,99.77
5/19/17,5/22/17,F,32,1,17,87.72,69.7,15.17,88.43
5/19/17,5/22/17,F,32,1,19,93.65,111.68,21.1,46.45
5/19/17,5/22/17,F,32,1,20,104.88,113.09,32.33,45.04
5/19/17,5/22/17,F,32,1,21,180.26,87.76,107.71,70.37
5/19/17,5/22/17,F,32,1,22,180.18,88.1,107.63,70.03
5/19/17,5/22/17,F,32,1,23,215.9,116.42,143.35,41.71
5/19/17,5/22/17,F,32,1,24,189.1,102.35,116.55,55.78
5/19/17,5/22/17,F,32,1,25,219.13,135.72,146.58,22.41
5/19/17,5/22/17,F,32,1,27,197.81,156.62,125.26,1.51
5/19/17,5/22/17,F,32,1,28,81.6,141.87,9.05,16.26
5/19/17,5/22/17,F,32,1,29,81.54,143.62,8.99,14.51
5/19/17,5/22/17,F,32,1,30,88.04,136.12,15.49,22.01
5/19/17,5/22/17,F,32,1,31,136.68,140.33,64.13,17.8
5/19/17,5/22/17,F,32,1,32,133.32,132.84,60.77,25.29
5/19/17,5/25/17,F,32,2,1,90.77,16.6,9.73,139.76
5/19/17,5/25/17,F,32,2,2,153.24,38.07,72.2,118.29
5/19/17,5/25/17,F,32,2,3,203.82,31.9,122.78,124.46
5/19/17,5/25/17,F,32,2,4,115.6,101.28,34.56,55.08
5/19/17,5/25/17,F,32,2,5,129.79,110.84,48.75,45.52
5/19/17,5/25/17,F,32,2,6,207.62,136.4,126.58,19.96
5/19/17,5/25/17,F,32,2,7,204.11,128.46,123.07,27.9
5/19/17,5/25/17,F,32,2,8,220.19,128.75,139.15,27.61
5/19/17,5/25/17,F,32,2,9,84.14,10.57,3.1,145.79
5/19/17,5/25/17,F,32,2,10,114.63,38.21,33.59,118.15
5/19/17,5/25/17,F,32,2,11,119.4,35.66,38.36,120.7
5/19/17,5/25/17,F,32,2,12,152.45,29.41,71.41,126.95
5/19/17,5/25/17,F,32,2,13,189.47,34.47,108.43,121.89
5/19/17,5/25/17,F,32,2,14,133.11,52.6,52.07,103.76
5/19/17,5/25/17,F,32,2,15,133.28,61.26,52.24,95.1
5/19/17,5/25/17,F,32,2,16,167.12,55.89,86.08,100.47
5/19/17,5/25/17,F,32,2,17,188.27,52.93,107.23,103.43
5/19/17,5/25/17,F,32,2,18,216.46,68.36,135.42,88
5/19/17,5/25/17,F,32,2,19,154.25,69.4,73.21,86.96
5/19/17,5/25/17,F,32,2,20,88.01,88.09,6.97,68.27
5/19/17,5/25/17,F,32,2,21,128.35,92.95,47.31,63.41
5/19/17,5/25/17,F,32,2,22,135.44,103.84,54.4,52.52
5/19/17,5/25/17,F,32,2,23,115.38,135.7,34.34,20.66
5/19/17,5/25/17,F,32,2,24,87.4,153.54,6.36,2.82
5/19/17,5/25/17,F,32,2,25,213.52,145.62,132.48,10.74
5/19/17,5/25/17,F,32,2,26,202.64,124.32,121.6,32.04
5/19/17,5/25/17,F,32,2,27,201.22,118.91,120.18,37.45
5/19/17,5/22/17,F,33,1,1,102.75,40.66,19.45242729,116.8123571
5/19/17,5/22/17,F,33,1,2,96.86,29.44,13.29392219,127.8872528
5/19/17,5/22/17,F,33,1,3,124.67,18.45,40.83118181,139.5438189
5/19/17,5/22/17,F,33,1,4,142.71,44.11,59.48392422,114.3257222
5/19/17,5/22/17,F,33,1,5,141.2,42.1,57.92595497,116.2987736
5/19/17,5/22/17,F,33,1,6,157.19,20.23,73.38461772,138.5475207
5/19/17,5/22/17,F,33,1,7,147.51,32.96,64.0140044,125.5880876
5/19/17,5/22/17,F,33,1,8,193.51,31.77,109.9720035,127.8855694
5/19/17,5/22/17,F,33,1,9,187.62,86.25,105.3957643,73.27952086
5/19/17,5/22/17,F,33,1,10,187.12,92.41,105.0442618,67.10926592
5/19/17,5/22/17,F,33,1,11,227.7,147.2,146.9320101,13.31245338
5/19/17,5/22/17,F,33,1,12,131.06,154.43,50.49416125,3.757150448
5/19/17,5/22/17,F,33,1,13,120.6,127.55,39.38983882,30.3774439
5/19/17,5/22/17,F,33,1,14,107.07,95.18,25.08419008,62.41220961
5/19/17,5/22/17,F,33,1,15,185.99,131.89,104.865394,27.61350278
5/19/17,5/22/17,F,33,1,16,184.7,15.62,100.7756151,143.8187123
5/19/17,5/22/17,F,33,1,17,109.08,17.9,25.23245781,139.7182024
5/19/17,5/25/17,F,33,2,1,146.45,105.6,68.62,51.69
5/19/17,5/25/17,F,33,2,2,174.66,82.96,96.83,74.33
5/19/17,5/25/17,F,33,2,3,171.5,90.05,93.67,67.24
5/19/17,5/25/17,F,33,2,4,202.39,105.65,124.56,51.64
5/19/17,5/25/17,F,33,2,5,203.29,60.05,125.46,97.24
5/19/17,5/25/17,F,33,2,6,91.5,154.43,13.67,2.86
5/19/17,5/25/17,F,33,2,6,88.53,145.7,10.7,11.59
5/19/17,5/25/17,F,33,2,7,98.44,126.32,20.61,30.97
5/19/17,5/25/17,F,33,2,8,143.91,130.98,66.08,26.31
5/19/17,5/25/17,F,33,2,9,114.19,101.9,36.36,55.39
5/19/17,5/25/17,F,33,2,10,148.22,97.26,70.39,60.03
5/19/17,5/25/17,F,33,2,11,135.58,78.49,57.75,78.8
5/19/17,5/25/17,F,33,2,12,189.51,83.52,111.68,73.77
5/19/17,5/25/17,F,33,2,13,177.77,28.58,99.94,128.71
5/19/17,5/25/17,F,33,2,14,168.06,55.39,90.23,101.9
5/19/17,5/25/17,F,33,2,15,180.47,57.72,102.64,99.57
5/19/17,5/25/17,F,33,2,16,115.08,48.23,37.25,109.06
5/19/17,5/22/17,F,34,1,1,145.93,15.93,59.52285312,141.1567461
5/19/17,5/22/17,F,34,1,2,116.83,23.53,30.60276677,132.8985014
5/19/17,5/22/17,F,34,1,3,99.82,62.12,14.47264844,93.93252284
5/19/17,5/22/17,F,34,1,4,110.73,78.46,25.75055103,77.8442472
5/19/17,5/22/17,F,34,1,5,138.87,64.63,53.56954251,92.30910852
5/19/17,5/22/17,F,34,1,6,158.29,62.33,72.93236317,95.04910417
5/19/17,5/22/17,F,34,1,7,198.47,87.26,113.667616,71.0370972
5/19/17,5/22/17,F,34,1,8,209.31,95.94,124.7017518,62.60526183
5/19/17,5/22/17,F,34,1,9,177.36,106.89,93.00840147,50.93322056
5/19/17,5/22/17,F,34,1,10,171.23,121.49,87.21121406,36.19790522
5/19/17,5/22/17,F,34,1,11,186.64,116.46,102.5031305,41.57622206
5/19/17,5/22/17,F,34,1,12,211.61,129.96,127.7729822,28.64619907
5/19/17,5/22/17,F,34,1,13,214.26,144.47,130.751493,14.20005519
5/19/17,5/22/17,F,34,1,14,178.6,155.08,95.34138398,2.783756467
5/19/17,5/22/17,F,34,1,15,112.02,141.16,28.46271361,15.1896522
5/19/17,5/22/17,F,34,1,16,158.17,13.05,71.6943632,144.3136975
5/19/17,5/22/17,F,34,1,17,171.13,9.35,84.56708436,148.3067727
5/19/17,5/22/17,F,34,1,18,174.89,142.68,91.3510162,15.09639489
5/19/17,5/22/17,F,34,1,19,103.14,137.38,19.49924119,18.76721591
5/19/17,5/22/17,F,34,1,20,134.92,41.13,49.08740731,115.713445
5/19/17,5/22/17,F,34,1,21,168.71,11.17,82.18899816,146.4323379
5/19/17,5/22/17,F,35,1,1,108.97,152.86,14.04,10.41
5/19/17,5/22/17,F,35,1,2,169.77,155.18,74.84,8.09
5/19/17,5/22/17,F,35,1,3,148.89,113.83,53.96,49.44
5/19/17,5/22/17,F,35,1,4,159.43,101.01,64.5,62.26
5/19/17,5/22/17,F,35,1,5,113.22,91.67,18.29,71.6
5/19/17,5/22/17,F,35,1,6,99.92,107.09,4.99,56.18
5/19/17,5/22/17,F,35,1,7,240.32,96.12,145.39,67.15
5/19/17,5/22/17,F,35,1,8,222.92,68.29,127.99,94.98
5/19/17,5/22/17,F,35,1,9,191.29,54.65,96.36,108.62
5/19/17,5/22/17,F,35,1,10,224.32,36.97,129.39,126.3
5/19/17,5/22/17,F,35,1,11,161.91,37.05,66.98,126.22
